Date,High,Low,Open,Close,Volume,Adj Close,Name
2021-04-22,153.67999267578125,151.27000427246094,151.97000122070312,152.52999877929688,2823900.0,151.10037231445312,FIS
2021-04-23,153.97000122070312,152.22000122070312,152.27000427246094,153.00999450683594,2308500.0,151.5758819580078,FIS
2021-04-26,155.35000610351562,153.24000549316406,153.30999755859375,153.83999633789062,2319100.0,152.39810180664062,FIS
2021-04-27,154.22000122070312,151.9199981689453,154.22000122070312,152.80999755859375,2654500.0,151.37774658203125,FIS
2021-04-28,154.7899932861328,152.7899932861328,152.94000244140625,154.42999267578125,1720900.0,152.98255920410156,FIS
2021-04-29,155.9600067138672,153.8699951171875,154.5500030517578,155.69000244140625,1950500.0,154.2307586669922,FIS
2021-04-30,155.36000061035156,151.07000732421875,154.9499969482422,152.89999389648438,2740200.0,151.46688842773438,FIS
2021-05-03,154.27000427246094,151.82000732421875,153.72000122070312,151.88999938964844,2675300.0,150.46636962890625,FIS
2021-05-04,151.7100067138672,148.72000122070312,151.02999877929688,150.4600067138672,3219800.0,149.04977416992188,FIS
2021-05-05,151.60000610351562,147.94000244140625,151.5500030517578,148.33999633789062,3021900.0,146.94964599609375,FIS
2021-05-06,153.1300048828125,146.2899932861328,148.5500030517578,151.8000030517578,4422800.0,150.37721252441406,FIS
2021-05-07,153.39999389648438,149.77999877929688,152.11000061035156,151.58999633789062,3095500.0,150.16917419433594,FIS
2021-05-10,152.3300018310547,149.4199981689453,151.60000610351562,149.4600067138672,2568800.0,148.0591583251953,FIS
2021-05-11,148.8000030517578,147.10000610351562,148.0,148.0399932861328,2580200.0,146.65245056152344,FIS
2021-05-12,147.82000732421875,144.47000122070312,146.99000549316406,144.7899932861328,3178100.0,143.4329071044922,FIS
2021-05-13,149.44000244140625,145.0399932861328,145.55999755859375,148.5500030517578,2848200.0,147.15768432617188,FIS
2021-05-14,150.97000122070312,149.41000366210938,149.64999389648438,150.0,2315400.0,148.59408569335938,FIS
2021-05-17,149.83999633789062,148.2899932861328,149.0399932861328,148.9499969482422,1671000.0,147.55392456054688,FIS
2021-05-18,150.10000610351562,148.16000366210938,149.3000030517578,148.2100067138672,2162100.0,146.8208770751953,FIS
2021-05-19,147.61000061035156,145.55999755859375,146.9499969482422,147.57000732421875,1888300.0,146.18685913085938,FIS
2021-05-20,150.1199951171875,147.74000549316406,148.16000366210938,149.82000732421875,2468500.0,148.41578674316406,FIS
2021-05-21,150.89999389648438,149.82000732421875,150.00999450683594,150.3699951171875,2449500.0,148.9606170654297,FIS
2021-05-24,152.08999633789062,150.5500030517578,151.57000732421875,151.0399932861328,1677200.0,149.62432861328125,FIS
2021-05-25,151.36000061035156,149.52000427246094,151.36000061035156,150.75,2562700.0,149.33706665039062,FIS
2021-05-26,151.0399932861328,148.5500030517578,150.6699981689453,148.94000244140625,2483900.0,147.5440216064453,FIS
