Date,High,Low,Open,Close,Volume,Adj Close,Name
2021-04-22,345.95001220703125,339.17999267578125,340.8900146484375,343.3999938964844,182300,343.3999938964844,ABMD
2021-04-23,355.94000244140625,344.7900085449219,345.5899963378906,351.0299987792969,291400,351.0299987792969,ABMD
2021-04-26,353.20001220703125,346.6499938964844,352.6300048828125,348.20001220703125,254800,348.20001220703125,ABMD
2021-04-27,349.1400146484375,340.1600036621094,348.7900085449219,340.6300048828125,226900,340.6300048828125,ABMD
2021-04-28,352.57000732421875,338.25,340.6400146484375,351.1700134277344,318200,351.1700134277344,ABMD
2021-04-29,350.8800048828125,320.010009765625,349.2200012207031,322.94000244140625,393200,322.94000244140625,ABMD
2021-04-30,327.0,319.5199890136719,320.0899963378906,320.7300109863281,259400,320.7300109863281,ABMD
2021-05-03,319.9200134277344,305.510009765625,317.8800048828125,308.6400146484375,369200,308.6400146484375,ABMD
2021-05-04,310.19000244140625,302.0199890136719,307.6700134277344,305.0,273800,305.0,ABMD
2021-05-05,306.5199890136719,299.760009765625,305.489990234375,300.7900085449219,191600,300.7900085449219,ABMD
2021-05-06,301.2799987792969,288.010009765625,300.8800048828125,295.7200012207031,463000,295.7200012207031,ABMD
2021-05-07,303.8599853515625,296.3500061035156,299.239990234375,296.80999755859375,183300,296.80999755859375,ABMD
2021-05-10,297.0,282.1499938964844,296.4100036621094,282.7200012207031,325100,282.7200012207031,ABMD
2021-05-11,282.2900085449219,276.010009765625,279.1199951171875,280.29998779296875,328200,280.29998779296875,ABMD
2021-05-12,280.8299865722656,271.6400146484375,276.5899963378906,272.25,266000,272.25,ABMD
2021-05-13,274.75,262.5899963378906,274.75,262.7099914550781,533600,262.7099914550781,ABMD
2021-05-14,272.9200134277344,261.2699890136719,266.2799987792969,268.55999755859375,262400,268.55999755859375,ABMD
2021-05-17,269.2200012207031,263.92999267578125,266.1199951171875,267.95001220703125,205200,267.95001220703125,ABMD
2021-05-18,277.4700012207031,265.4100036621094,266.7200012207031,272.9700012207031,383700,272.9700012207031,ABMD
2021-05-19,274.9200134277344,266.79998779296875,267.44000244140625,273.9800109863281,283400,273.9800109863281,ABMD
2021-05-20,279.989990234375,274.8500061035156,276.4100036621094,276.3900146484375,193100,276.3900146484375,ABMD
2021-05-21,281.80999755859375,276.3999938964844,276.3999938964844,280.0,206500,280.0,ABMD
2021-05-24,283.0899963378906,279.5199890136719,282.6499938964844,279.5799865722656,185400,279.5799865722656,ABMD
2021-05-25,285.0,281.0,281.0,283.8800048828125,225500,283.8800048828125,ABMD
2021-05-26,284.92999267578125,277.2099914550781,283.5199890136719,282.2699890136719,247600,282.2699890136719,ABMD
2021-05-27,287.5899963378906,278.739990234375,281.8699951171875,285.8500061035156,537600,285.8500061035156,ABMD
2021-05-28,293.6300048828125,284.2099914550781,287.1099853515625,284.5799865722656,269500,284.5799865722656,ABMD
2021-06-01,286.1099853515625,278.9700012207031,284.8500061035156,279.70001220703125,260400,279.70001220703125,ABMD
2021-06-02,283.0,276.05999755859375,280.1700134277344,280.2799987792969,271700,280.2799987792969,ABMD
2021-06-03,284.5,278.0400085449219,278.0400085449219,283.8500061035156,303200,283.8500061035156,ABMD
2021-06-04,292.95001220703125,284.260009765625,285.0,289.510009765625,286500,289.510009765625,ABMD
2021-06-07,298.7699890136719,286.9800109863281,290.32000732421875,291.1499938964844,246500,291.1499938964844,ABMD
2021-06-08,295.0,284.42999267578125,292.0899963378906,289.1700134277344,291500,289.1700134277344,ABMD
2021-06-09,295.3299865722656,291.7200012207031,291.7200012207031,293.82000732421875,225400,293.82000732421875,ABMD
2021-06-10,299.5899963378906,292.67999267578125,293.7099914550781,298.1300048828125,171100,298.1300048828125,ABMD
2021-06-11,299.8800048828125,296.6199951171875,299.8800048828125,299.19000244140625,168100,299.19000244140625,ABMD
2021-06-14,305.1199951171875,299.5,299.739990234375,302.8699951171875,274100,302.8699951171875,ABMD
2021-06-15,304.3500061035156,300.4599914550781,303.6000061035156,301.7200012207031,217400,301.7200012207031,ABMD
2021-06-16,304.3800048828125,298.6400146484375,301.6099853515625,303.29998779296875,287200,303.29998779296875,ABMD
2021-06-17,313.30999755859375,301.5199890136719,303.3299865722656,312.6099853515625,366300,312.6099853515625,ABMD
2021-06-18,322.0799865722656,314.0,315.8800048828125,318.57000732421875,564200,318.57000732421875,ABMD
2021-06-21,326.3500061035156,313.7300109863281,318.17999267578125,325.0899963378906,300600,325.0899963378906,ABMD
2021-06-22,328.5199890136719,324.05999755859375,325.1099853515625,327.19000244140625,192900,327.19000244140625,ABMD
2021-06-23,328.0,319.32000732421875,327.489990234375,321.70001220703125,266200,321.70001220703125,ABMD
2021-06-24,324.5400085449219,310.8500061035156,322.29998779296875,311.80999755859375,367300,311.80999755859375,ABMD
2021-06-25,314.2799987792969,308.989990234375,312.29998779296875,311.5400085449219,355500,311.5400085449219,ABMD
2021-06-28,314.17999267578125,309.7099914550781,312.5,312.44000244140625,239100,312.44000244140625,ABMD
2021-06-29,315.9100036621094,309.79998779296875,311.30999755859375,313.2699890136719,207000,313.2699890136719,ABMD
2021-06-30,319.3599853515625,309.9200134277344,314.3699951171875,312.1099853515625,266100,312.1099853515625,ABMD
2021-07-01,317.57000732421875,311.0199890136719,311.0199890136719,312.9100036621094,276200,312.9100036621094,ABMD
2021-07-02,318.2200012207031,312.7900085449219,315.489990234375,317.0199890136719,178100,317.0199890136719,ABMD
2021-07-06,328.20001220703125,317.1199951171875,317.2799987792969,326.7099914550781,275400,326.7099914550781,ABMD
2021-07-07,335.8900146484375,325.2799987792969,328.29998779296875,334.5299987792969,283600,334.5299987792969,ABMD
2021-07-08,331.8599853515625,322.0,331.8599853515625,325.0400085449219,240200,325.0400085449219,ABMD
2021-07-09,327.1400146484375,321.30999755859375,324.6700134277344,324.7699890136719,174900,324.7699890136719,ABMD
2021-07-12,326.0199890136719,319.45001220703125,324.6600036621094,322.1400146484375,190300,322.1400146484375,ABMD
2021-07-13,322.6099853515625,317.3699951171875,320.69000244140625,319.1300048828125,137000,319.1300048828125,ABMD
2021-07-14,321.1199951171875,311.5899963378906,319.5,312.29998779296875,131100,312.29998779296875,ABMD
2021-07-15,314.17999267578125,305.760009765625,311.2099914550781,310.19000244140625,162600,310.19000244140625,ABMD
2021-07-16,318.5799865722656,309.9700012207031,311.3500061035156,317.9800109863281,152200,317.9800109863281,ABMD
2021-07-19,317.0799865722656,311.0,316.80999755859375,314.6199951171875,130700,314.6199951171875,ABMD
2021-07-20,324.80999755859375,315.4700012207031,315.4700012207031,323.5899963378906,214900,323.5899963378906,ABMD
2021-07-21,325.1700134277344,318.5,325.1700134277344,322.8500061035156,133500,322.8500061035156,ABMD
2021-07-22,323.989990234375,319.5199890136719,323.989990234375,323.5400085449219,106500,323.5400085449219,ABMD
2021-07-23,328.8399963378906,323.8399963378906,327.44000244140625,328.5199890136719,148000,328.5199890136719,ABMD
2021-07-26,327.1600036621094,318.010009765625,326.44000244140625,325.0,206400,325.0,ABMD
2021-07-27,326.0199890136719,316.75,326.0199890136719,321.9599914550781,146500,321.9599914550781,ABMD
2021-07-28,325.1300048828125,320.510009765625,320.510009765625,323.79998779296875,151400,323.79998779296875,ABMD
2021-07-29,325.3999938964844,320.5,324.3399963378906,324.80999755859375,96900,324.80999755859375,ABMD
2021-07-30,330.0,324.3999938964844,324.80999755859375,327.1400146484375,102700,327.1400146484375,ABMD
2021-08-02,331.1700134277344,325.25,329.80999755859375,328.3599853515625,160700,328.3599853515625,ABMD
2021-08-03,333.6000061035156,323.9800109863281,330.9599914550781,326.5199890136719,195700,326.5199890136719,ABMD
2021-08-04,335.0,325.239990234375,325.69000244140625,331.20001220703125,338100,331.20001220703125,ABMD
2021-08-05,349.2699890136719,334.739990234375,336.0,348.8599853515625,367000,348.8599853515625,ABMD
2021-08-06,350.0,341.6700134277344,347.0,345.8800048828125,238100,345.8800048828125,ABMD
2021-08-09,350.0,342.95001220703125,345.0,346.6499938964844,224100,346.6499938964844,ABMD
2021-08-10,348.0,332.4100036621094,347.8999938964844,332.70001220703125,220700,332.70001220703125,ABMD
2021-08-11,334.6700134277344,315.7200012207031,330.70001220703125,319.8800048828125,314500,319.8800048828125,ABMD
2021-08-12,326.17999267578125,318.2799987792969,318.2799987792969,322.1700134277344,199600,322.1700134277344,ABMD
2021-08-13,324.9200134277344,319.4200134277344,320.8999938964844,321.6499938964844,88400,321.6499938964844,ABMD
2021-08-16,326.05999755859375,318.2200012207031,322.6700134277344,323.92999267578125,116700,323.92999267578125,ABMD
2021-08-17,329.1199951171875,321.1400146484375,322.7699890136719,328.55999755859375,166100,328.55999755859375,ABMD
2021-08-18,336.3900146484375,328.75,328.75,330.79998779296875,258400,330.79998779296875,ABMD
2021-08-19,339.0,330.1700134277344,330.1700134277344,333.3500061035156,145300,333.3500061035156,ABMD
2021-08-20,348.45001220703125,333.25,333.25,348.1099853515625,233100,348.1099853515625,ABMD
2021-08-23,355.94000244140625,348.94000244140625,348.94000244140625,351.80999755859375,287000,351.80999755859375,ABMD
2021-08-24,361.260009765625,351.2699890136719,351.2699890136719,357.6199951171875,194100,357.6199951171875,ABMD
2021-08-25,361.07000732421875,355.9599914550781,357.6199951171875,358.010009765625,122300,358.010009765625,ABMD
2021-08-26,360.2699890136719,353.0,357.3500061035156,358.510009765625,136400,358.510009765625,ABMD
2021-08-27,365.6400146484375,357.17999267578125,359.07000732421875,358.5299987792969,129600,358.5299987792969,ABMD
2021-08-30,364.489990234375,359.80999755859375,360.67999267578125,360.9599914550781,112000,360.9599914550781,ABMD
2021-08-31,364.239990234375,359.82000732421875,362.9200134277344,363.9599914550781,225100,363.9599914550781,ABMD
2021-09-01,367.6199951171875,361.92999267578125,365.3900146484375,363.2699890136719,171500,363.2699890136719,ABMD
2021-09-02,374.20001220703125,365.6000061035156,366.1700134277344,369.8299865722656,178300,369.8299865722656,ABMD
2021-09-03,373.1099853515625,363.4100036621094,368.2699890136719,372.69000244140625,137800,372.69000244140625,ABMD
2021-09-07,376.989990234375,369.6600036621094,371.9200134277344,376.20001220703125,212200,376.20001220703125,ABMD
2021-09-08,376.20001220703125,369.2200012207031,375.2699890136719,374.7900085449219,150900,374.7900085449219,ABMD
2021-09-09,374.55999755859375,365.54998779296875,374.4800109863281,365.8399963378906,172200,365.8399963378906,ABMD
2021-09-10,368.3699951171875,360.70001220703125,368.3699951171875,361.20001220703125,140100,361.20001220703125,ABMD
2021-09-13,362.1700134277344,349.3599853515625,362.1700134277344,352.0,181200,352.0,ABMD
2021-09-14,355.8399963378906,349.7300109863281,354.5199890136719,353.5299987792969,156400,353.5299987792969,ABMD
2021-09-15,359.1600036621094,348.7099914550781,353.19000244140625,355.17999267578125,193100,355.17999267578125,ABMD
2021-09-16,359.239990234375,351.4100036621094,354.6400146484375,357.8699951171875,183900,357.8699951171875,ABMD
2021-09-17,357.05999755859375,350.4200134277344,355.6400146484375,355.0,390000,355.0,ABMD
2021-09-20,360.5299987792969,343.30999755859375,352.6499938964844,347.3800048828125,310500,347.3800048828125,ABMD
2021-09-21,353.4599914550781,343.6600036621094,349.55999755859375,344.989990234375,285800,344.989990234375,ABMD
2021-09-22,349.6300048828125,342.5799865722656,345.8800048828125,348.9599914550781,174800,348.9599914550781,ABMD
2021-09-23,353.7900085449219,350.32000732421875,351.54998779296875,350.6099853515625,129400,350.6099853515625,ABMD
2021-09-24,352.0199890136719,345.260009765625,348.82000732421875,350.3599853515625,193800,350.3599853515625,ABMD
2021-09-27,347.3699951171875,332.5,347.3699951171875,338.4700012207031,185300,338.4700012207031,ABMD
2021-09-28,334.0799865722656,327.3599853515625,334.0799865722656,331.2699890136719,177100,331.2699890136719,ABMD
2021-09-29,336.45001220703125,328.9100036621094,333.4100036621094,329.510009765625,115200,329.510009765625,ABMD
2021-09-30,334.6700134277344,325.510009765625,330.4599914550781,325.5199890136719,184000,325.5199890136719,ABMD
2021-10-01,329.5899963378906,317.80999755859375,326.5799865722656,323.3299865722656,141900,323.3299865722656,ABMD
2021-10-04,326.17999267578125,311.32000732421875,320.5,313.8699951171875,228700,313.8699951171875,ABMD
2021-10-05,334.55999755859375,315.3599853515625,315.3599853515625,332.4700012207031,382600,332.4700012207031,ABMD
2021-10-06,338.0400085449219,329.3500061035156,330.0,337.29998779296875,209500,337.29998779296875,ABMD
2021-10-07,344.0400085449219,338.82000732421875,339.04998779296875,340.29998779296875,193600,340.29998779296875,ABMD
2021-10-08,343.5799865722656,333.3500061035156,340.29998779296875,337.1300048828125,114200,337.1300048828125,ABMD
2021-10-11,338.6700134277344,331.8699951171875,335.3599853515625,332.1499938964844,109800,332.1499938964844,ABMD
